id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName
19089,Women,Apparel,Topwear,Kurtas,Blue,Fall,2011.0,Ethnic,W Women Shaded Blue Kurta
13713,Men,Apparel,Topwear,Tshirts,Grey,Summer,2013.0,Casual,Proline Men Grey Polo Tshirt
45246,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Casio Vintage Collection Digital Watch F-94WA-8DG(D052)
57441,Women,Apparel,Topwear,Tshirts,White,Summer,2015.0,Casual,Angry Birds Women White T-shirt
38347,Boys,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Superman Boys White Printed T-shirt
46671,Men,Personal Care,Fragrance,Perfume and Body Mist,Blue,Spring,2017.0,Casual,Rasasi Men Pack of 3 Perfumes
21698,Women,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Fossil Women White Dial Watch ES2968
42127,Men,Footwear,Flip Flops,Flip Flops,Black,Summer,2012.0,Casual,Nike Men Black Celso Solarsoft Thong Flip Flops
3992,Men,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,Mr.Men Men's Funny Black T-shirt
33893,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Citizen Men Black Dial Watch BD0020-54E
43154,Women,Accessories,Watches,Watches,Purple,Winter,2016.0,Casual,Fastrack Women Purple Dial Watch
23487,Men,Accessories,Scarves,Scarves,Grey,Summer,2012.0,Casual,Arrow Men Grey Scarf
33106,Women,Footwear,Shoes,Heels,Blue,Winter,2015.0,Casual,Catwalk Women Blue Flats
48701,Women,Accessories,Jewellery,Earrings,Silver,Summer,2013.0,Casual,Lucera Women Silver Earrings
43367,Women,Footwear,Shoes,Flats,Black,Summer,2012.0,Casual,Reebok Women Black Casual Shoes
22631,Women,Apparel,Topwear,Tshirts,Pink,Fall,2011.0,Sports,Nike Women Printed Pink T-shirt
22503,Women,Footwear,Shoes,Flats,Brown,Winter,2015.0,Casual,Catwalk Women Brown Casual Sandals
12013,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Formal,Mark Taylor Men Blue Striped Shirts
43749,Women,Accessories,Jewellery,Bangle,Gold,Summer,2012.0,Casual,Royal Diadem Set of 2 Golden Bangles
36483,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,Spinn Men Marley Black Shoes
57892,Women,Personal Care,Skin Care,Eye Cream,Beige,Spring,2017.0,Casual,Biotique Women Bio Almond Eye Cream
33492,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Casual,Doodle Kids Boy Check Blue Shirt
26281,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Proline Men Black Printed T-shirt
31686,Women,Footwear,Shoes,Casual Shoes,Gold,Summer,2012.0,Casual,Nike Women Fivekay Gold Shoes
46544,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Timex Men Black Dial Watch T2N516
22207,Men,Apparel,Topwear,Shirts,Pink,Summer,2012.0,Casual,Timberland Men Pink Shirt
35695,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,Nike Men Sweet Classic Leather Black Shoes
16204,Men,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Casual,Puma Men Disect Black TShirt
23036,Men,Apparel,Topwear,Shirts,White,Fall,2012.0,Formal,Arrow Men White Striped Shirt
25461,Men,Footwear,Shoes,Sports Shoes,Grey,Summer,2012.0,Sports,Nike Men Dart 9 MSL Grey Sports Shoes
17710,Unisex,Footwear,Shoes,Casual Shoes,Maroon,Fall,2011.0,Casual,Vans Unisex Palisades Vulc Maroon Casual Shoes
2972,Men,Apparel,Topwear,Tshirts,White,Fall,2010.0,Casual,Puma Men's Sless White T-shirt
3320,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Sports,KKR Mens Take Down Jersey
32118,Men,Apparel,Innerwear,Briefs,Olive,Summer,2016.0,Casual,Playboy Men Jack Green Brief
22171,Men,Footwear,Sandal,Sandals,Brown,Fall,2012.0,Casual,Timberland Men Brown Sandals
25636,Women,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Fastrack Women Black Casual Watch
29963,Men,Accessories,Eyewear,Sunglasses,Grey,Winter,2016.0,Casual,Cat Men Sheet Sunglasses
4239,Men,Apparel,Topwear,Tshirts,Grey,Summer,2011.0,Casual,Probase Men's Musical Figures Grey T-shirt
2127,Men,Apparel,Topwear,Shirts,Red,Spring,2011.0,Casual,Basics Men Red Slim FitChecked Shirt
16288,Men,Apparel,Topwear,Tshirts,Grey,Fall,2011.0,Casual,Peter England Men Printed Grey TShirt
32413,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,ADIDAS Men Peace Black T-shirt
19863,Men,Footwear,Shoes,Sports Shoes,White,Fall,2011.0,Sports,ADIDAS Men Carlton White Running Sports Shoe
29829,Men,Apparel,Topwear,Shirts,Purple,Summer,2012.0,Casual,Basics Men Purple Checked Shirt
7214,Men,Apparel,Topwear,Shirts,Purple,Fall,2011.0,Casual,Scullers Men Scul Purple Shirt
57515,Men,Footwear,Shoes,Formal Shoes,Black,Summer,2012.0,Formal,Provogue Men Black Shoes
19805,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,U.S. Polo Assn. Men Solid Blue Tshirt
57238,Women,Accessories,Bags,Handbags,Purple,Summer,2012.0,Casual,Murcia Women Purple Sling Bag
30950,Women,Apparel,Topwear,Tops,Yellow,Summer,2012.0,Casual,Fabindia Women Yellow Top
32741,Men,Footwear,Shoes,Casual Shoes,Brown,Summer,2013.0,Casual,Fila Men Calve Brown Casual Shoes
39838,Boys,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Gini and Jony Boys Printed Black T-Shirt
43569,Unisex,Accessories,Bags,Backpacks,Black,Summer,2012.0,Casual,Puma Unisex Black Grit Backpack
9147,Women,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Lee Women SS Blue Jeans
37560,Girls,Apparel,Bottomwear,Shorts,White,Summer,2012.0,Casual,Madagascar3 Girls White Shorts
18313,Men,Apparel,Topwear,Sweaters,Grey,Spring,2013.0,Casual,Wills Lifestyle Men Grey Striped Sweater
33566,Women,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Wrangler Women Sunset Beach White T-shirt
43350,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2012.0,Sports,Reebok Men Black Fuel Extreme Sports Shoes
40567,Women,Apparel,Topwear,Kurtas,Brown,Summer,2012.0,Ethnic,W Women Brown Kurta
47264,Men,Apparel,Innerwear,Briefs,White,Summer,2016.0,Casual,FCUK Underwear Men White & Black Brief
33905,Men,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Citizen Men White Dial Watch
28450,Women,Apparel,Bottomwear,Track Pants,Grey,Summer,2012.0,Casual,Urban Yoga Women Grey Track Pants
18854,Men,Apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,Puma Men Athletic White Polo Tshirt
37975,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2012.0,Casual,Clarks Men Black Leather Casual Shoes
21023,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Casual,Black Coffee Men White Check Shirt
36045,Unisex,Accessories,Bags,Duffel Bag,Beige,Summer,2012.0,Casual,OTLS Unisex Beige Duffle Bag
35783,Women,Footwear,Shoes,Heels,Turquoise Blue,Summer,2012.0,Casual,Enroute Women Turquoise Blue Flats
15910,Men,Apparel,Topwear,Shirts,Grey,Fall,2011.0,Formal,Black Coffee Men Stripes Grey Slim Fit Shirt
56535,Women,Personal Care,Lips,Lipstick,Brown,Spring,2017.0,Casual,Streetwear Satin Smooth Eclairs Lipcolor 11
14791,Women,Accessories,Bags,Handbags,Grey,Summer,2011.0,Casual,United Colors of Benetton Women Solid Grey Handbags
31314,Women,Apparel,Topwear,Kurtas,Red,Summer,2012.0,Ethnic,W Women Red & Blue Printed Kurta
28275,Men,Personal Care,Fragrance,Deodorant,Grey,Spring,2017.0,Casual,United Colors of Benetton Men Deo
48724,Women,Accessories,Jewellery,Earrings,Silver,Summer,2013.0,Casual,Lucera Women Silver Earrings
18572,Men,Apparel,Topwear,Sweaters,Blue,Fall,2011.0,Casual,Puma Men Solid Blue Sweater
12437,Unisex,Accessories,Headwear,Caps,Green,Fall,2011.0,Casual,Timberland Unisex Casual Green Caps
43065,Men,Apparel,Topwear,Tshirts,Grey,Summer,2012.0,Casual,Nike Men Grey Striped T-shirt
56106,Women,Personal Care,Lips,Lip Gloss,Brown,Spring,2017.0,Casual,Colorbar Mettalics Cocoa Bean Lip Gloss 003
6823,Men,Footwear,Sandal,Sandals,Black,Fall,2012.0,Casual,Timberland Men Black Floater
48846,Women,Accessories,Jewellery,Pendant,Silver,Summer,2013.0,Casual,Lucera Women Silver Pendant
5882,Women,Apparel,Topwear,Tshirts,Green,Summer,2011.0,Casual,Puma Women's Graphic Logo Green T-shirt
14898,Women,Accessories,Wallets,Wallets,Black,Summer,2011.0,Casual,United Colors of Benetton Women Solid Black Wallets
47345,Women,Accessories,Wallets,Wallets,Bronze,Summer,2012.0,Casual,Baggit Women Bronze Wallet
48246,Boys,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Avengers Boys White T-shirt
7215,Women,Apparel,Topwear,Tops,Pink,Fall,2011.0,Casual,Jealous 21 Women Band With Pink Top
39058,Men,Accessories,Cufflinks,Cufflinks,Steel,Fall,2012.0,Formal,Belmonte Men Steel Button Covers
26713,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Puma Men Large Logo Black T-shirt
49855,Unisex,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Q&Q Kids Unisex Black Digital Watch
54597,Women,Apparel,Topwear,Kurtas,Green,Summer,2012.0,Ethnic,Sushilas Women Printed Green Kurta
18277,Women,Apparel,Topwear,Kurtas,Multi,Fall,2011.0,Ethnic,Aneri Women Navya Multi Kurta
28825,Men,Apparel,Bottomwear,Jeans,Navy Blue,Summer,2012.0,Casual,Denizen Men Navy Blue Jeans
26593,Men,Footwear,Shoes,Sports Shoes,White,Summer,2012.0,Sports,Puma Men Budoka White Sports Shoes
59302,Men,Apparel,Topwear,Shirts,Purple,Fall,2012.0,Casual,U.S. Polo Assn. Denim Co. Men Wine Shirt
31605,Women,Apparel,Bottomwear,Skirts,Black,Summer,2012.0,Sports,Nike Women Running Black Skirt with Capris
30599,Men,Apparel,Bottomwear,Shorts,Red,Summer,2012.0,Sports,Nike Men Hustle Reversible Red Shorts
20121,Women,Apparel,Topwear,Tops,Blue,Fall,2011.0,Casual,Wrangler Women Lace Blue Top
19911,Unisex,Accessories,Bags,Messenger Bag,Grey,Winter,2015.0,Casual,Wildcraft Unisex Grey Printed Messenger Bag
15090,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Casual,Mother Earth Men Check White Shirts
18429,Unisex,Accessories,Bags,Laptop Bag,Black,Summer,2015.0,Casual,Vital Gear Unisex Black Laptop Bag
21902,Women,Apparel,Topwear,Kurtas,Blue,Fall,2011.0,Ethnic,BIBA Women Printed Sea Blue Kurta
41991,Boys,Apparel,Topwear,Shirts,Black,Summer,2012.0,Casual,Gini and Jony Boys Check Black Shirt
25362,Men,Apparel,Innerwear,Trunk,Black,Summer,2016.0,Casual,Levis Men Black & Grey Trunks
37259,Unisex,Accessories,Bags,Duffel Bag,Black,Summer,2015.0,Casual,Vital Gear Unisex Cabin Gear Black Duffle Bag
57493,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Formal,Lee Cooper Men Black Shoes
22330,Men,Apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,John Players Men Stripes White T-Shirt
17987,Men,Accessories,Belts,Belts,Beige,Fall,2011.0,Formal,Reid & Taylor Men Beige Belt
51735,Women,Accessories,Eyewear,Sunglasses,Brown,Winter,2016.0,Casual,Allen Solly Women Sunglasses AS177-C3
3182,Men,Footwear,Shoes,Sports Shoes,Black,Fall,2010.0,Sports,Nike Men's Lunarelite Black Green Shoe
28018,Men,Apparel,Innerwear,Briefs,Charcoal,Summer,2016.0,Casual,Jockey ELANCE Men Grey Pack of 2 Briefs 1004
41759,Girls,Apparel,Dress,Dresses,Navy Blue,Summer,2012.0,Casual,Doodle Girls Navy Blue Dress
52345,Women,Apparel,Loungewear and Nightwear,Nightdress,Blue,Winter,2015.0,Casual,Red Rose Women Blue Nightdress
44399,Men,Footwear,Shoes,Sports Shoes,Grey,Fall,2012.0,Sports,Force 10 Men Grey & White Sports Shoes
31866,Women,Accessories,Watches,Watches,Silver,Winter,2016.0,Casual,Titan Women Raga Silver Dial Watch
17772,Men,Accessories,Belts,Belts,Brown,Fall,2011.0,Formal,Reid & Taylor Men Classic Black Belt
11922,Men,Footwear,Shoes,Formal Shoes,Black,Summer,2012.0,Formal,Franco Leone Men Formal Black Formal Shoes
30966,Men,Personal Care,Fragrance,Perfume and Body Mist,Blue,Spring,2017.0,Casual,Azzaro Men Chrome Eau de Toilette 200 ml
37254,Men,Footwear,Shoes,Casual Shoes,Blue,Summer,2012.0,Casual,United Colors of Benetton Men Blue Shoes
9901,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Spykar Men Actif Low Waist Narrow Fit Blue Jeans
24832,Unisex,Accessories,Bags,Backpacks,Blue,Winter,2015.0,Casual,Wildcraft Unisex Blue & Black Backpack
46188,Women,Accessories,Jewellery,Jewellery Set,Green,Winter,2015.0,Casual,Adrika Green Teracotta  Jewellery Set
47413,Women,Accessories,Bags,Mobile Pouch,Teal,Summer,2012.0,Casual,Baggit Women Teal Chakde Anna Mobile Pouch
39464,Women,Apparel,Topwear,Kurtas,Multi,Summer,2012.0,Ethnic,Diva Women Multi Coloured Kurta
49304,Men,Accessories,Socks,Socks,Black,Summer,2016.0,Casual,Arrow Men Pack Of 5 Basic Plating Socks
7250,Men,Footwear,Shoes,Formal Shoes,Black,Fall,2011.0,Formal,Rockport Men's Monte Road Black Shoe
14363,Women,Footwear,Shoes,Heels,Beige,Winter,2015.0,Casual,Catwalk Women Casual Beige Flats
10035,Men,Footwear,Shoes,Sports Shoes,Brown,Fall,2011.0,Sports,Reebok Men Runtone Action Brown Sports Shoes
22877,Men,Footwear,Shoes,Casual Shoes,Olive,Summer,2012.0,Casual,Woodland Men Olive Casual Shoes
12844,Boys,Apparel,Topwear,Tshirts,Multi,Fall,2011.0,Casual,Ant Kids Boys Multicoloured Striped T-shirts
44251,Women,Accessories,Bags,Handbags,Brown,Summer,2010.0,Casual,Hidekraft Women Brown Handbag
8688,Men,Accessories,Eyewear,Sunglasses,Black,Winter,2016.0,Casual,Fastrack Men Basics Black Sunglasses
28906,Women,Apparel,Topwear,Kurtas,Blue,Summer,2012.0,Ethnic,BIBA Women Printed Blue Kurta
37167,Boys,Apparel,Topwear,Waistcoat,Grey,Summer,2012.0,Casual,United Colors of Benetton Boys Check Grey Waistcoat
3197,Men,Apparel,Topwear,Tshirts,Maroon,Summer,2011.0,Casual,Tantra Men's Re-Incarnation Burgendy T-shirt
22059,Women,Apparel,Topwear,Kurtas,Brown,Fall,2011.0,Ethnic,Vishudh Women Printed Brown Kurta
56653,Men,Footwear,Shoes,Casual Shoes,Olive,Summer,2012.0,Casual,United Colors of Benetton Men Olive Shoes
34575,Women,Apparel,Topwear,Tops,Cream,Summer,2012.0,Casual,Tonga Women Cream-Coloured Top
38377,Men,Accessories,Belts,Belts,Brown,Summer,2012.0,Casual,Peter England Men Brown Belt
56614,Women,Personal Care,Makeup,Highlighter and Blush,Peach,Spring,2017.0,,Streetwear True Color Peachy Sheen Blusher
22295,Women,Footwear,Shoes,Heels,Black,Winter,2012.0,Casual,Inc. 5 Women Casual Black Flats
8223,Men,Accessories,Bags,Backpacks,Black,Winter,2016.0,Casual,Fastrack Men Black Grey Laptop Backpack
16953,Men,Accessories,Eyewear,Sunglasses,Black,Winter,2016.0,Casual,Image Men Classic Eyewear Black Sunglasses
18772,Men,Accessories,Ties,Ties,Maroon,Summer,2011.0,Formal,Peter England Men Elite Maroon Tie
18017,Women,Accessories,Belts,Belts,Black,Winter,2015.0,Casual,Lino Perros Women Solid Black Belt
21193,Unisex,Accessories,Bags,Backpacks,Navy Blue,Summer,2012.0,Casual,Quiksilver Unisex Navy Blue Backpack
3932,Women,Apparel,Topwear,Tshirts,White,Summer,2011.0,Casual,Jealous 21 Women's White Black T-shirt
38594,Women,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Nike Women White Scoop T-shirt
14287,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Formal,Belmonte Men Formal Shirt White Shirts
28780,Women,Apparel,Innerwear,Briefs,White,Summer,2015.0,Casual,Enamor Women Pack of 2 Printed Briefs
57170,Women,Apparel,Topwear,Tops,Black,Summer,2012.0,Casual,Elle Women Black Retro Top
51185,Men,Accessories,Socks,Socks,Navy Blue,Summer,2016.0,Casual,Raymond Men Navy Blue Socks
57086,Women,Apparel,Bottomwear,Skirts,Pink,Summer,2012.0,Casual,Elle Women Pink Vintage Skirt
4233,Men,Apparel,Topwear,Tshirts,Orange,Summer,2011.0,Casual,Probase Men's Away To Glory Green Tshirt
46946,Women,Personal Care,Fragrance,Perfume and Body Mist,Pink,Spring,2017.0,Casual,York Women Betty Perfume
43879,Men,Footwear,Shoes,Casual Shoes,Beige,Summer,2012.0,Casual,Puma Men Beige Terrae Mid Africa Shoes
21352,Women,Accessories,Eyewear,Sunglasses,Black,Winter,2016.0,Casual,Van Heusen Women Black Oversized Sunglasses VH163-C2
36469,Men,Footwear,Shoes,Casual Shoes,White,Summer,2013.0,Casual,Spinn Men Zoom White Casual Shoes
12322,Men,Apparel,Topwear,Shirts,Purple,Fall,2011.0,Formal,Genesis Men Striped Purple Shirt
33137,Women,Footwear,Shoes,Heels,Black,Winter,2015.0,Casual,Catwalk Women Black Heels
3664,Men,Footwear,Shoes,Sports Shoes,White,Summer,2011.0,Sports,Fila Men's Walker White Shoe
59908,Women,Apparel,Dress,Dresses,Peach,Fall,2012.0,Casual,Femella Women Peach Dress
47456,Women,Footwear,Flip Flops,Flip Flops,Black,Fall,2012.0,Casual,Tiptopp Women Orange Flip Flops
45358,Women,Footwear,Shoes,Heels,Brown,Summer,2016.0,Casual,Cobblerz Women Brown Sandals
12290,Men,Apparel,Bottomwear,Trousers,Black,Fall,2011.0,Formal,Genesis Men Solid Black Trousers
38643,Men,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Nike Men Cricket White Polo T-shirt
43404,Men,Accessories,Socks,Socks,Multi,Summer,2012.0,Casual,Lino Perros Men Monday to Friday Socks
14617,Men,Accessories,Socks,Socks,Cream,Summer,2011.0,Casual,United Colors of Benetton Men Pack of 3 Cream Socks
12036,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Formal,Mark Taylor Men Solid White Shirts
30301,Men,Apparel,Topwear,Tshirts,Cream,Summer,2012.0,Casual,Myntra Men Back To The 70s Cream T-shirt
45283,Women,Accessories,Wallets,Wallets,White,Summer,2012.0,Casual,Lino Perros Women White Wallet
11496,Women,Footwear,Shoes,Heels,Grey,Winter,2015.0,Casual,Catwalk Women Gun Metal Grey Flats
52205,Women,Accessories,Jewellery,Pendant,White,Fall,2012.0,Casual,Lencia Sterling Silver Pendant
56970,Women,Footwear,Shoes,Heels,Multi,Winter,2012.0,Casual,HM Women Multi Coloured Flats
14949,Men,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Casual,Status Quo Men Solid Black Tshirts
48111,Women,Apparel,Bottomwear,Shorts,Brown,Summer,2012.0,Casual,French Connection Women Light Brown Shorts
7298,Men,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Casual,Free Authority Men's Disc Jokey Black T-shirt
50490,Men,Apparel,Innerwear,Trunk,Grey Melange,Winter,2016.0,Casual,Chromozome Men Grey Trunks
8866,Men,Apparel,Topwear,Shirts,Brown,Fall,2011.0,Casual,Mark Taylor Men Brown Striped Shirt
6111,Women,Apparel,Topwear,Tshirts,Pink,Summer,2011.0,Casual,UCB Women's Basic V Neck Dark Pink T-shirt
33861,Women,Footwear,Shoes,Flats,White,Summer,2012.0,Casual,Puma Women Cross White Sandals
23925,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2011.0,Sports,Lotto Men Black Chamonix Sports Shoes
59277,Women,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Titan Women White Watch
58990,Men,Personal Care,Fragrance,Deodorant,White,Spring,2017.0,Casual,Cavallini Men Deo
17233,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2011.0,Casual,U.S. Polo Assn. Men Stripes Navy Blue  Polo Tshirt
45901,Women,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Maxima Women Black Dial Watch
22807,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,Locomotive Men Blue Printed T-shirt
6344,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2014.0,Casual,Converse Men Black CT Lace Color Hi Canvas Shoes
22869,Men,Footwear,Shoes,Casual Shoes,Brown,Summer,2012.0,Casual,Woodland Men Brown Casual Shoes
33404,Women,Accessories,Bags,Handbags,Brown,Summer,2012.0,Casual,Baggit Women Shawkeen Parinacrush Brown Handbag
30352,Men,Apparel,Topwear,Tshirts,Pink,Summer,2012.0,Casual,Myntra Men Noise Vision Pink T-shirt
53376,Women,Accessories,Wallets,Wallets,White,Summer,2012.0,Casual,Puma Women White Ferrari Wallet
19247,Women,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Guess Women White Dial Watch I11065L1
21807,Men,Accessories,Wallets,Wallets,Brown,Winter,2016.0,Casual,Fossil Men Marcus Traveller Brown Wallet
59557,Women,Accessories,Jewellery,Bangle,Gold,Summer,2013.0,Casual,Lucera Gold Plated Bangle
3342,Men,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,Myntra Executive Black T-shirt
14547,Women,Apparel,Topwear,Kurtas,Maroon,Fall,2011.0,Ethnic,Vishudh Women Floral Print Maroon Kurtas
38362,Men,Accessories,Wallets,Wallets,Black,Summer,2012.0,Casual,Peter England Men Black Wallet
11214,Women,Accessories,Watches,Watches,Steel,Winter,2016.0,Casual,Esprit Women Silver Stardust Steel Watches
15414,Men,Footwear,Shoes,Sports Shoes,White,Fall,2011.0,Sports,FILA Men FILA Ace White Sports Shoes
50183,Women,Accessories,Bags,Handbags,Brown,Summer,2012.0,Casual,Paridhan Women Brown Handbag
24715,Men,Footwear,Flip Flops,Flip Flops,Navy Blue,Summer,2012.0,Casual,Puma Men Alizona Navy Blue Flip Flops
49834,Women,Footwear,Flip Flops,Flip Flops,Black,Winter,2012.0,Casual,iPanema Women Black Flip Flops
39977,Men,Footwear,Shoes,Casual Shoes,Navy Blue,Winter,2012.0,Casual,GAS Men Navy Blue Carroll Casual Shoes
23684,Men,Accessories,Wallets,Wallets,Brown,Fall,2011.0,Casual,Newhide Brown Men Antique Wallet
51145,Men,Accessories,Socks,Socks,Black,Summer,2016.0,Casual,Parx Men Black Socks
47259,Men,Apparel,Innerwear,Briefs,Grey Melange,Summer,2016.0,Casual,FCUK Underwear Men Grey Brief
29735,Women,Accessories,Bags,Handbags,Green,Summer,2012.0,Casual,Kiara Women Light Green Handbag
30732,Women,Apparel,Bottomwear,Churidar,Black,Summer,2012.0,Ethnic,Fabindia Women Black Churidar
51330,Unisex,Accessories,Accessories,Travel Accessory,Black,Summer,2010.0,Casual,Wildcraft Unisex Black Rain Cover for Backpacks
18403,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2011.0,Casual,Skechers Men Tone-Ups Black Shoe
37253,Men,Footwear,Shoes,Casual Shoes,Blue,Summer,2012.0,Casual,United Colors of Benetton Men Blue Shoes
59006,Men,Personal Care,Fragrance,Deodorant,Green,Spring,2017.0,Casual,Brut Men Original Deo
36670,Women,Accessories,Bags,Handbags,Green,Summer,2012.0,Casual,Paridhan Women Green Handbag
24417,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2012.0,Sports,ADIDAS Men KX TR Black Sports Shoes
53841,Women,Apparel,Topwear,Kurtas,Red,Summer,2012.0,Ethnic,Vishudh Women Red Kurta
25753,Men,Accessories,Belts,Belts,Olive,Winter,2015.0,Casual,Lino Perros Men Canvas Olive Belt
49878,Women,Accessories,Watches,Watches,Pink,Winter,2016.0,Casual,Q&Q Women Pink Dial Watch S073-803Y
52511,Women,Apparel,Loungewear and Nightwear,Bath Robe,White,Winter,2015.0,Casual,Red Rose Women White & Blue Striped Bath Robes
32857,Women,Footwear,Shoes,Heels,Blue,Winter,2012.0,Casual,Grendha Women Vicky Ad Blue Flats
12238,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Formal,Genesis Men Stripes Blue Shirts
36935,Men,Personal Care,Fragrance,Perfume and Body Mist,Blue,Spring,2017.0,Casual,Ralph Lauren Men Perfume
40667,Women,Apparel,Topwear,Tops,Red,Summer,2012.0,Casual,Lee Women Red Top
32607,Men,Accessories,Wallets,Wallets,Brown,Spring,2013.0,,Levitate Men Brown Wallet
58834,Men,Accessories,Cufflinks,Cufflinks,Steel,Summer,2012.0,Casual,Hakashi Men Steel Cufflinks
42114,Men,Apparel,Bottomwear,Shorts,Navy Blue,Summer,2012.0,Casual,ADIDAS Men Navy Blue Shorts
31149,Boys,Apparel,Topwear,Tshirts,Red,Summer,2012.0,Casual,Gini and Jony Boys Printed Red T-shirt
18001,Women,Apparel,Loungewear and Nightwear,Lounge Pants,Black,Summer,2011.0,Sports,Puma Women Black Essential Skinny Capris
21197,Unisex,Accessories,Bags,Duffel Bag,Black,Summer,2012.0,Casual,Quiksilver Unisex Black Duffle Bag
3834,Girls,Footwear,Sandal,Sandals,Pink,Summer,2011.0,Casual,Crocs Kids Girl's Keeley Bubblegum Fuchsia Kidswear
22772,Women,Apparel,Topwear,Kurtas,Red,Summer,2011.0,Ethnic,BIBA Women Printed Red Kurta
39812,Men,Apparel,Bottomwear,Trousers,Black,Summer,2012.0,Casual,Peter England Men Black Formal Trousers
22143,Men,Footwear,Shoes,Formal Shoes,Black,Fall,2012.0,Formal,Provogue Men Black Formal Shoes
2814,Men,Footwear,Shoes,Casual Shoes,White,Fall,2010.0,Casual,iD Men's Leather Timber White Graphic Shoe
28080,Men,Apparel,Innerwear,Briefs,Charcoal,Summer,2016.0,Casual,Jockey MODERN CLASSIC Men Charcoal Grey Y Front Briefs 2007
6666,Men,Footwear,Flip Flops,Flip Flops,Navy Blue,Summer,2011.0,Casual,Nike Men's Splash Thong Navy Flip Flop
1909,Men,Apparel,Topwear,Tshirts,Blue,Fall,2010.0,Sports,Nike Mens Classic Sportswear T-shirt
6933,Men,Apparel,Topwear,Tshirts,Maroon,Summer,2011.0,Casual,Tantra Men's Shloka Burgundy T-shirt
33279,Unisex,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Gini and Jony Kids Unisex Blue Jeans
51423,Men,Apparel,Topwear,Shirts,Orange,Summer,2012.0,Casual,Myntra Men Orange Check Shirt
17196,Men,Apparel,Topwear,Sweaters,Navy Blue,Winter,2016.0,Casual,U.S. Polo Assn. Men Stripes Navy Blue Sweater
28328,Men,Footwear,Sandal,Sandals,Brown,Winter,2018.0,Casual,Red Tape Men Casual Brown Sandals
10806,Men,Apparel,Topwear,Shirts,Green,Fall,2011.0,Casual,Wrangler Men Stampede Printed Stripe Green Shirts
41159,Women,Apparel,Bottomwear,Shorts,Black,Summer,2012.0,Casual,Allen Solly Woman Black Shorts
25108,Women,Accessories,Belts,Belts,Cream,Winter,2015.0,Casual,Lino Perros Women Camel Belt
41898,Men,Personal Care,Fragrance,Perfume and Body Mist,Black,Spring,2017.0,Casual,Playboy Men New York Perfume Buy 1 Get 1 free
